movie_id,title,release_date,release_year,vote_average,vote_count,popularity,budget,revenue,return,name_actor,name_job,job_crew,relevance
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Tony Bill,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Brad Pitt,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Brad Pitt,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,James Spader,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Donna Mitchell,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Donna Mitchell,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Donna Mitchell,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Andrew McCarthy,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Andrew McCarthy,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Andrew McCarthy,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Sarah Buxton,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Sarah Buxton,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Sarah Buxton,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Michael Bowen,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Tony Bill,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Brad Pitt,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,James Spader,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,James Spader,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Robert Downey Jr.,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Robert Downey Jr.,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Robert Downey Jr.,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Jami Gertz,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Jami Gertz,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Michael Bowen,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Michael Bowen,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Nicholas Pryor,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Nicholas Pryor,Harley Peyton,Screenplay,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Nicholas Pryor,Bret Easton Ellis,Novel,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Tony Bill,Marek Kanievska,Director,2479280.43
13703,Less Than Zero,1987-11-06,1987,6.1,77.0,4.0,1.0,12396383.0,12396383.0,Jami Gertz,Bret Easton Ellis,Novel,2479280.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Frank Moran,J. Russell Spencer,Art Direction,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Frank Maher,Sound Recordist,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,J. Russell Spencer,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,Henry Bergman,Assistant Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,Frank Maher,Sound Recordist,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,Ira H. Morgan,Director of Photography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,Bud Thackery,Cinematography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,Jack Wilson,Production Manager,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Al Ernest Garcia,Edward B. Powell,Music Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Richard Alexander,Charles D. Hall,Production Design,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Richard Alexander,Charles D. Hall,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Richard Alexander,Alfred Newman,Music Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Stanley Blystone,Willard Nico,Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Stanley Blystone,J. Russell Spencer,Art Direction,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Ira H. Morgan,Director of Photography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Bud Thackery,Cinematography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Jack Wilson,Production Manager,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charlie Chaplin,Original Music Composer,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Al Ernest Garcia,Casting,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Carter DeHaven,Assistant Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Roland Totheroh,Director of Photography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Willard Nico,Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,J. Russell Spencer,Art Direction,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,J. Russell Spencer,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Henry Bergman,Assistant Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Frank Maher,Sound Recordist,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Ira H. Morgan,Director of Photography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Bud Thackery,Cinematography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Jack Wilson,Production Manager,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Edward B. Powell,Music Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Charles D. Hall,Production Design,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Charles D. Hall,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Juana Sutton,Alfred Newman,Music Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Willard Nico,Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,J. Russell Spencer,Art Direction,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,J. Russell Spencer,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Henry Bergman,Assistant Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Frank Maher,Sound Recordist,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Ira H. Morgan,Director of Photography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Bud Thackery,Cinematography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Jack Wilson,Production Manager,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Edward B. Powell,Music Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charles D. Hall,Production Design,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charles D. Hall,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Alfred Newman,Music Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charlie Chaplin,Screenplay,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charlie Chaplin,Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charlie Chaplin,Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Sammy Stein,Charlie Chaplin,Producer,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Edward LeSaint,Frank Maher,Sound Recordist,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Edward LeSaint,Ira H. Morgan,Director of Photography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Edward LeSaint,Bud Thackery,Cinematography,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Edward LeSaint,Jack Wilson,Production Manager,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Edward LeSaint,Edward B. Powell,Music Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Charles D. Hall,Production Design,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Charles D. Hall,Settings,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Alfred Newman,Music Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Charlie Chaplin,Screenplay,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Charlie Chaplin,Director,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Charlie Chaplin,Editor,1700006.43
3082,Modern Times,1936-02-05,1936,8.1,881.0,8.0,1.0,8500000.0,8500000.0,Fred Malatesta,Charlie Chaplin,Producer,1700006.43
